"sitename","climates","topographic_index"
"camels_07295000","Cfa",6.0668788646307
"camels_07299670","Cfa",6.8392627784538
"camels_07301410","BSk",6.30624792220527
"camels_07301500","BSk",6.52487222424891
"camels_07315200","Cfa",6.51656580849332
"camels_07315700","Cfa",6.48507754778163
"camels_07335700","Cfa",4.4805659565612
"camels_07340300","Cfa",4.81324064947663
"camels_07346045","Cfa",6.1409708274885
"camels_07359610","Cfa",5.19410609601405
"camels_07362100","Cfa",6.30322464171446
"camels_07362587","Cfa",4.83243722996885
"camels_07373000","Cfa",6.18553092372522
"camels_07375000","Cfa",6.54629870972232
"camels_07376000","Cfa",6.58928639484543
"camels_08013000","Cfa",6.60787378737378
"camels_08014500","Cfa",6.66712909321669
"camels_08023080","Cfa",6.49673009072195
"camels_08025500","Cfa",6.30152349285559
"camels_08029500","Cfa",6.32135912446746
"camels_08050800","Cfa",6.41443010536773
"camels_08066200","Cfa",6.27877549348285
"camels_08066300","Cfa",6.67809690221175
"camels_08070000","Cfa",6.39014126724509
"camels_08070200","Cfa",6.5154829034089
"camels_08079600","BSk",7.04830302119949
"camels_08082700","BSk",7.07412225471474
"camels_08086212","Cfa",6.17243752870911
"camels_08086290","Cfa",6.26873160379098
"camels_08101000","Cfa",5.94585471656985
"camels_08103900","Cfa",5.98995945455918
"camels_08104900","Cfa",6.07547316107723
"camels_08109700","Cfa",6.42225376730225
"camels_08150800","Cfa",5.70277998386995
"camels_08155200","Cfa",5.5546681392594
"camels_08158700","Cfa",5.65881953252302
"camels_08158810","Cfa",5.65843668265797
"camels_08164000","Cfa",6.78790285967932
"camels_08164300","Cfa",6.43579092956539
"camels_08164600","Cfa",7.40348286133438
"camels_08165300","Cfa",5.81515657833964
"camels_08171300","Cfa",5.64830867050958
"camels_08175000","Cfa",6.73551735231592
"camels_08176900","Cfa",6.68590074343467
"camels_08178880","Cfa",5.27468072741199
"camels_08189500","Cfa",7.01769350181211
"camels_08190000","BSh",5.3463969205578
"camels_08190500","BSh",5.71969098778966
"camels_08194200","BSh",6.96768408099068
"camels_08195000","Cfa",5.20427494990208
"camels_08196000","Cfa",5.15736435342082
"camels_08198500","Cfa",5.57561603270441
"camels_08200000","Cfa",5.19260470081718
"camels_08202700","Cfa",5.69586136252787
"camels_08267500","Dfc",3.23069597607829
"camels_08269000","Dfb",3.574948521722
"camels_08271000","Dfc",3.27570880374037
"camels_08324000","BSk",4.37431588670891
"camels_08377900","Dfb",3.72536618769509
"camels_08378500","Dfb",3.73908918483095
"camels_08380500","BSk",4.03860887899845
"camels_09034900","Dfc",3.23362094016051
"camels_09035800","Dfc",3.32221049403451
"camels_09035900","Dfc",3.43967021697522
"camels_09047700","Dfc",3.36694918143716
"camels_09065500","Dfc",3.28254120195507
"camels_09066000","Dfc",3.61280976473315
"camels_09066200","Dfc",3.13909678883123
"camels_09066300","Dfc",3.4275739453385
"camels_09081600","Dfc",3.3323156369145
"camels_09107000","Dfc",4.03774172156593
"camels_09210500","Dfc",4.45166914675524
"camels_09223000","Dfc",4.31570188863124
"camels_09306242","BSk",4.42561187330216
"camels_09312600","Dfb",4.14558737702713
"camels_09352900","Dfc",3.23791328892032
"camels_09378170","BSk",4.22978182511607
"camels_09378630","BSk",3.81609694155424
"camels_09386900","BSk",5.32077193477648
"camels_09404450","BSk",4.12475892529272
"camels_09430500","BSk",4.68517139734203
"camels_09430600","BSk",3.47807560601895
"camels_09447800","BSk",4.84483561214124
"camels_09480000","BSk",5.56138865442735
"camels_09484000","BSh",3.44004921727535
"camels_09484600","BSk",5.23544805128301
"camels_09492400","Dsb",4.08015517069297
"camels_09494000","Dsb",4.66605525132495
"camels_09497800","BSk",4.42673523654848
"camels_09497980","Dsb",4.38650542839703
"camels_09505200","Dsb",4.97988623930291
"camels_09505350","BSk",4.88112772968159
"camels_09505800","Dsb",5.10577880507313
"camels_09508300","BSk",3.95470097198211
"camels_09510200","BSh",4.17861900840628
"camels_09512280","BWh",4.22573164911271
"camels_09513780","BSk",4.10490286309824
"camels_10023000","BSk",4.62406254167085
"camels_10166430","BSk",3.99341904586355
"camels_10172700","BSk",4.6766751904356
"camels_10172800","BSk",3.68198747708418
"camels_10173450","BSk",4.75426576606981
"camels_10205030","BSk",4.07051579934245
"camels_10234500","BSk",3.84213640591611
"camels_10242000","BSk",5.38359336989322
"camels_10244950","BSk",3.57419109535857
"camels_10249300","BWk",5.16658806848611
"camels_10258000","Csa",3.88726518037128
"camels_10258500","Csa",3.99313900231656
"camels_10259000","Csa",3.15053977546951
"camels_10259200","BWh",3.66011954140993
"camels_10263500","Csa",4.28669689375336
"camels_10310500","Dsb",3.99921041294672
"camels_10316500","BSk",3.1624660889353
"camels_10329500","BSk",4.36372274794123
"camels_10336645","Dsb",4.48143364230073
"camels_10336660","Dsb",3.54942062995624
"camels_10336740","Dsb",3.95996253538604
"camels_10343500","Dsb",4.08055134674341
"camels_10348850","Dsb",3.81506277349456
"camels_10396000","BSk",4.86368088086671
"camels_11098000","Csa",3.36055225654591
"camels_11124500","Csb",3.6617167093697
"camels_11141280","Csb",3.53901701839182
"camels_11143000","Csb",3.32287024496871
"camels_11148900","Csb",4.40552491148289
"camels_11151300","Csa",4.36836108137323
"camels_11162500","Csb",3.94871303296481
"camels_11176400","Csb",4.15638523886124
"camels_11180500","Csb",4.27609408864571
"camels_11180960","Csb",4.25492326806315
"camels_11224500","Csa",3.94569582144285
"camels_11230500","Dsc",3.57831080628054
"camels_11237500","Csb",4.24195401744605
"camels_11253310","Csa",4.12810201740668
"camels_11264500","Dsc",3.71543421018107
"camels_11266500","Dsc",3.77300688104383
"camels_11274500","Csa",4.2270181582178
"camels_11274630","Csa",4.03572039688842
"camels_11284400","Csa",4.54191325801039
"camels_11299600","Csa",4.39963133511791
"camels_11381500","Csa",3.9940096843222
"camels_11383500","Csa",4.06255777810054
"camels_11451100","Csa",3.66112240134737
"camels_11468500","Csb",3.98964699036389
"camels_11473900","Csb",3.85168632011095
"camels_11475560","Csb",3.37118463094568
"camels_11476600","Csb",3.58952059986224
"camels_11478500","Csb",3.83538765048379
"camels_11480390","Csb",3.880646549785
"camels_11481200","Csb",4.06201496523119
"camels_11482500","Csb",3.72266044699946
"camels_11522500","Csb",3.28155527414452
"camels_11523200","Csb",3.46215527052102
"camels_11528700","Csb",3.83648657972412
"camels_11532500","Csb",3.51258728285864
"camels_12010000","Csb",4.11165614955859
"camels_12013500","Csb",4.52309309486839
"camels_12020000","Csb",4.12439722684889
"camels_12025000","Csb",5.01759371919889
"camels_12025700","Csb",3.68360678343541
"camels_12035000","Csb",5.00586973261092
"camels_12040500","Cfb",3.9747853398062
"camels_12041200","Cfb",3.4828928477037
"camels_12043000","Cfb",3.86188079427424
"camels_12048000","Dsc",3.16257165460979
"camels_12054000","Dsc",2.99110912467178
"camels_12056500","Dsc",2.96286665085844
"camels_12073500","Csb",5.50499397205811
"camels_12082500","Dfc",3.56763395584727
"camels_12092000","Dfc",3.01659374177097
"camels_12095000","Cfb",4.25465796405382
"camels_12114500","Dsb",3.32025085077661
"camels_12115000","Cfb",3.38319865210919
"camels_12115500","Cfb",3.52387285635882
"camels_12117000","Cfb",3.88342295617676
"camels_12141300","Cfb",3.16880704980762
"camels_12143600","Cfb",3.27677734044859
"camels_12144000","Cfb",3.6027210940385
"camels_12145500","Cfb",4.16133585114517
"camels_12147500","Cfb",3.61207429378267
"camels_12147600","Cfb",3.19019385429628
"camels_12167000","Cfb",3.82279372388949
"camels_12175500","Dfc",2.43487131957232
"camels_12178100","Dfc",2.76973617392093
"camels_12186000","Dfc",3.06833995957832
"camels_12189500","Dfc",3.22239056587628
"camels_12358500","Dfc",3.48351906592119
"camels_12374250","Dfb",3.76107118268176
"camels_12375900","Dfc",3.38948826883062
"camels_12377150","Dfc",2.92753874986105
"camels_12381400","Dfc",3.73336340458331
"camels_12383500","Dfc",3.18464041009675
"camels_12388400","BSk",3.47614197825227
"camels_12390700","Dsb",3.39246535819781
"camels_12411000","Dsb",3.67840379621022
"camels_12414500","Dsb",3.53222645192565
"camels_12447390","Dsc",3.40791361166596
"camels_12451000","Dsc",2.93061250805623
"camels_12488500","Dsc",3.44086317354662
"camels_13011500","Dfc",4.32033915208884
"camels_13011900","Dfc",3.97328294586157
"camels_13018300","Dfc",3.46730414858774
"camels_13023000","Dfc",3.73439439435677
"camels_13083000","BSk",4.08782117998916
"camels_13161500","BSk",4.37202292058669
"camels_13235000","Dsc",3.42994828715786
"camels_13240000","Dsc",3.44350870501802
"camels_13310700","Dsc",3.66144430274475
"camels_13313000","Dsc",3.90513789719894
"camels_13331500","Dsb",3.50333261643933
"camels_13337000","Dsb",3.58510721034791
"camels_13338500","Dsb",4.24762164149502
"camels_13340000","Dsb",3.86588902504729
"camels_13340600","Dsb",3.58371003303729
"camels_14020000","Dsb",3.66910529361585
"camels_14092750","Dsb",3.91684781150077
"camels_14096850","Dsb",4.88959408982514
"camels_14137000","Dsb",3.76742465279415
"camels_14138800","Dsb",3.71906787983398
"camels_14138870","Dsb",3.50297132235655
"camels_14138900","Csb",3.93733426193028
"camels_14139800","Csb",4.07090617995654
"camels_14141500","Csb",4.11177450885784
"camels_14154500","Csb",3.54751627887909
"camels_14158500","Dsb",4.49606229266646
"camels_14158790","Csb",3.63782972479315
"camels_14166500","Csb",4.39879402233523
"camels_14182500","Csb",3.59626778945394
"camels_14185000","Csb",3.63800673720396
"camels_14185900","Csb",3.39696596844662
"camels_14187000","Csb",3.62172763012224
"camels_14216500","Csb",3.6984974201673
"camels_14222500","Csb",3.93520143899938
"camels_14236200","Csb",3.70008006294406
"camels_14301000","Csb",4.35118358207959
"camels_14303200","Csb",3.69609343785971
"camels_14305500","Csb",4.03604168464751
"camels_14306340","Csb",3.45383904003043
"camels_14306500","Csb",3.9614564561267
"camels_14308990","Csb",3.87495607771
"camels_14309500","Csb",3.66065250227861
"camels_14316700","Csb",3.58499765898875
"camels_14325000","Csb",3.78985644286711
"camels_14362250","Csb",3.40307248503485
"camels_14400000","Csb",3.48297886724497
